TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL LIABILITIES
JHMA,44.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMC,50.05,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMD,32.45,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHME,18.79,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMF,46.9754,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMH,44.4818,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMI,49.5426,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHML,50.8676,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMM,49.13,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMS,33.9487,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMT,82.1497,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMU,32.0232,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHS,15.61,undefined,1.13,N/A,undefined,Not Found!, 181.21 Mil ,$8.75 Mil ,$92.49 Mil 
JHSC,33.86,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHX,30.58,12.925,0.38,15.00,0.42266187050359716, 33.76 , 14.69 Bil ,$23 Mil ,"$3,173 Mil "
JIG,72.6513,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JIGB,54.4076,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JILL,9.75,827.076105263158,-15.44,-45.51,84.82831848852902, -3.69 , 540.81 Mil ,$-13.2 Mil ,$607.8 Mil 
JJA,56.57,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJC,60.1352,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJE,30.9478,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJG,59.7014,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJM,54.625,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJN,63.0649,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJP,61.4253,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJS,42.62,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJT,70.7741,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJU,47.0586,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JKS,41.69,154.43478947368422,3.324,23.60,3.7043605054853495, 15.42 , 5.14 Bil ,$0 Mil ,"$5,536 Mil "
JLL,179.04,195.03289473684214,7.7,9.00,1.0893258195757494, 12.99 , 12.05 Bil ,$965 Mil ,"$8,707 Mil "
JLS,20.75,undefined,None,N/A,undefined,Not Found!, 129.63 Mil ,$16.31 Mil ,$51.86 Mil 
JMBS,53.0043,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JMIA,35.46,undefined,-2.357,N/A,undefined, -19.73 , 3.39 Bil ,$-116.5 Mil ,$160.3 Mil 
JMIN,33.4665,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JMOM,39.32,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JMP,5.98,0.5210526315789474,-0.24,-10.00,0.0871325470867805,Not Found!, 141.20 Mil ,$26.7 Mil ,$178.9 Mil 
JMST,51.02914,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JMUB,54.4492,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JNJ,164.35,112.44749999999999,5.51,5.60,0.6841953148767873, 18.34 , 438.76 Bil ,"$20,189 Mil ","$111,616 Mil "
JNK,108.414,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JNPR,25.33,16.884276315789474,0.77,6.65,0.6665722982940969, 16.09 , 8.92 Bil ,$512 Mil ,"$4,835 Mil "
JNUG,78.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JO,35.82,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JOB,1.27,undefined,-0.938,N/A,undefined, 15.47 , 86.02 Mil ,$-0.8 Mil ,$93.1 Mil 
JOE,42.9,-21.73021052631579,0.766,-28.10,-0.506531713900135, 33.01 , 2.84 Bil ,$31.6 Mil ,$469.2 Mil 
JOF,9.3,undefined,0.733,N/A,undefined,Not Found!, 264.53 Mil ,$0.00 Mil ,$0.41 Mil 
JOYY,33.14,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JP,2.22,undefined,-0.146,N/A,undefined, 4.06 ," -19,830,000.00 ",$0.00 Mil ,$47.74 Mil 
JPC,9.49,undefined,-0.615,N/A,undefined,Not Found!, 1.38 Bil ,$170.47 Mil ,$556.00 Mil 
JPEM,56.5684,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPHY,51.36865,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPI,25.01,undefined,None,,undefined,Not Found!, 770.49 Mil ,$62.48 Mil ,$263.45 Mil 
JPIB,51.1998,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPIN,61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPM,152.23,125.69873684210526,8.88,1.28,0.8257159353747965,Not Found!, 364.78 Bil ,"$-79,910 Mil ","$3,106,717 Mil "
JPMB,48.4421,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPME,82.7926,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPN,33.2208,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPS,9.72,undefined,-0.121,N/A,undefined,Not Found!, 2.72 Bil ,$242.79 Mil ,"$1,087.92 Mil "
JPSE,42.31,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPST,50.72473,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPT,24.49,undefined,None,N/A,undefined,Not Found!, 203.96 Mil ,$15.53 Mil ,$39.05 Mil 
JPUS,91.31,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPXN,73.59,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JQC,6.5,undefined,-0.482,N/A,undefined,Not Found!, 1.28 Bil ,$336.72 Mil ,$580.86 Mil 
JQUA,37.7172,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JRI,14.72,undefined,None,,undefined,Not Found!, 578.24 Mil ,$154.30 Mil ,$182.54 Mil 
JRO,9.54,undefined,-0.947,,undefined,Not Found!, 553.25 Mil ,$81.54 Mil ,$243.96 Mil 
JRS,9.59,undefined,-0.953,,undefined,Not Found!, 387.95 Mil ,$41.00 Mil ,$117.86 Mil 
JSCP,50.0657,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JSD,14.12,undefined,None,,undefined,Not Found!, 149.59 Mil ,$42.35 Mil ,$89.67 Mil 
JSTC,16.25,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JT,2.6,undefined,-2.635,N/A,undefined,Not Found!, 54.52 Mil ,$0.0 Mil ,$81.5 Mil 
JTA,10.74,undefined,-1.006,N/A,undefined,Not Found!, 208.91 Mil ,$27.34 Mil ,$66.32 Mil 
JTD,15.11,undefined,-0.829,N/A,undefined,Not Found!, 315.83 Mil ,$30.84 Mil ,$103.96 Mil 
JULZ,30.5196,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JUST,57.7483,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JVAL,34.34,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JWN,37.87,-18.934763157894736,-4.39,-5.52,-0.4999937459174739, -51.42 , 10.33 Bil ,$-733 Mil ,"$9,233 Mil "
JWS,13.25,undefined,None,,undefined, -364.12 , 1.16 Bil ,$-1.15 Mil ,$26.33 Mil 
JXI,60.5259,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
K,63.3,60.05261842105263,3.63,2.93,0.9486985532551758, 12.6 , 29.76 Bil ,"$1,481 Mil ","$14,360 Mil "
KAI,185.01,113.91513157894737,4.77,8.00,0.615724185605899, 20.7 , 2.33 Bil ,$85.3 Mil ,$430.7 Mil 
KALL,34.8489,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KAMN,51.29,-67.3692105263158,-2.516,10.00,-1.313496013381084, -102.23 , 1.53 Bil ,$-1.3 Mil ,$560.0 Mil 
KAPR,27.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KAR,15,-5.308223684210526,-0.163,14.00,-0.35388157894736844, 14.47 , 4.71 Bil ,$283 Mil ,"$5,182 Mil "
KARS,42.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KB,49.43,148.75763157894738,7.67,4.90,3.0094604810630665,Not Found!, 76.25 Bil ,"$-10,290 Mil ","$518,666 Mil "
KBA,44.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KBE,51.88,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KBH,46.53,147.15018421052633,3.524,20.35,3.162479781012816, 14.22 , 5.83 Bil ,$282 Mil ,"$2,691 Mil "
KBR,38.28,-16.800473684210527,-0.51,14.26,-0.4388838475499093, 38.51 , 6.66 Bil ,$347 Mil ,"$4,096 Mil "
KBUY,26.11,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KCCB,39.075,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KCE,84.39,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KCNY,34.625,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KDFI,21.51,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KEMQ,32.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KEMX,31.0549,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KEN,30.5,1519.1809513157893,6.523,152.41,49.80921151855047, 5.15 , 2.12 Bil ,$12.0 Mil ,$987.0 Mil 
KEP,10.26,66.33000000000001,1.368,25.00,6.464912280701756, 0.99 , 14.38 Bil ,$-206 Mil ,"$121,116 Mil "
KESG,32.598,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KEX,60.28,-77.05065789473683,-4.55,3.20,-1.2782126392623894, -27.02 , 5.21 Bil ,$297 Mil ,"$2,837 Mil "
KEY,19.98,36.694552631578944,1.274,11.40,1.8365641957747219,Not Found!, 34.72 Bil ,"$1,610 Mil ","$152,355 Mil "
KEYS,143.4,101.96101184210528,3.369,12.41,0.7110251871834399, 23.05 , 26.87 Bil ,"$1,001 Mil ","$3,958 Mil "
KF,43.39,undefined,13.17,N/A,undefined,Not Found!, 220.00 Mil ,$0.00 Mil ,$2.75 Mil 
KFS,4.65,-9.398486842105262,-0.351,10.00,-2.021179966044142, 27.58 , 382.26 Mil ,$1.46 Mil ,$433.81 Mil 
KFVG,23.25,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KFY,62.37,29.421381578947372,0.865,15.00,0.4717232897057459, 19.52 , 3.28 Bil ,$203 Mil ,"$1,568 Mil "
KFYP,31.75,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KGC,6.67,1.841052631578948,1.06,-7.30,0.27601988479444495, 3.34 , 9.72 Bil ,$994 Mil ,"$4,270 Mil "
KGRN,40.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KIE,36.65,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KIM,18.75,42.68014473684211,2.251,4.60,2.2762743859649124, 9.14 , 12.84 Bil ,$590 Mil ,"$5,944 Mil "
KIO,15.82,undefined,None,,undefined,Not Found!, 434.30 Mil ,$5.36 Mil ,$198.83 Mil 
KIQ,1.17,undefined,-0.03,,undefined, 3044.23 , 56.93 Mil ,$-3.28 Mil ,$1.06 Mil 
KJAN,30.4419,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KJUL,26.4397,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KKR,48.85,151.33721842105265,3.374,22.49,3.0979983300113134, 12.67 , 84.82 Bil ,"$-6,107 Mil ","$39,007 Mil "
KL,33.8,undefined,2.911,,undefined, 5.26 , 8.65 Bil ,$733 Mil ,"$1,996 Mil "
KLCD,30.7456,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KLDW,43.8329,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KLR,14.1,undefined,None,N/A,undefined, -20.01 , 491.15 Mil ,$-15.7 Mil ,$125.9 Mil 
KMB,139.05,118.3267105263158,6.87,3.40,0.8509651961619258, 13.76 , 54.74 Bil ,"$2,512 Mil ","$16,654 Mil "
KMED,33.6599,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KMF,6.66,undefined,None,N/A,undefined,Not Found!, 406.35 Mil ,$33.66 Mil ,$119.57 Mil 
KMI,16.65,0.6550934210526316,0.047,1.13,0.03934495021337127, 14.86 , 72.04 Bil ,"$2,843 Mil ","$40,135 Mil "
KMLM,27.6007,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KMPR,79.72,164.40657894736842,6.14,10.00,2.062300287849579, 10.46 , 6.29 Bil ,$395 Mil ,"$9,779 Mil "
KMT,39.97,-6.543552631578948,-0.11,32.60,-0.16371159948909053, 20.86 , 4.01 Bil ,$39 Mil ,"$1,295 Mil "
KMX,132.66,97.75068947368422,4.551,6.34,0.7368512699659597, 26.95 , 35.20 Bil ,$543 Mil ,"$16,804 Mil "
KN,20.92,2.3809210526315794,0.07,15.00,0.11381075777397606, 22.94 , 2.04 Bil ,$96.2 Mil ,$351.4 Mil 
KNG,51.1,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KNGS,27.5545,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KNL,16.51,2.9309210526315788,0.09,14.00,0.17752398865121613, 21.41 , 1.45 Bil ,$17 Mil ,$840 Mil 
KNOP,17.81,49.417789473684216,1.742,11.10,2.7747214752208995, 8.58 , 1.57 Bil ,$168.9 Mil ,"$1,082.7 Mil "
KNX,48.09,73.19052631578947,2.4,12.57,1.5219489772466097, 8.06 , 8.74 Bil ,$399 Mil ,"$2,596 Mil "
KO,52.71,37.929157894736846,1.79,6.14,0.7195818230836055, 20.45 , 260.15 Bil ,"$8,667 Mil ","$66,012 Mil "
KOCT,26.5,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KODK,7.87,49.513026315789475,-9.774,-12.00,6.291362937203237, -2.22 , 725.79 Mil ,$-52 Mil ,$980 Mil 
KOF,46.2,22.73526315789474,2.38,-1.90,0.49210526315789477, 13.37 , 12.35 Bil ,$0 Mil ,"$7,374 Mil "
KOIN,39.5791,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KOKU,0,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KOLD,39.32,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KOMP,67.71,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KOP,34.76,219.00855263157897,5.71,18.00,6.300591272485011, 7.36 , 1.57 Bil ,$57 Mil ,"$1,253 Mil "
KORP,51.6481,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KORU,40.75,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KOS,3.07,-47.685,-1.02,23.80,-15.532573289902281, 18.72 , 3.29 Bil ,$-183.4 Mil ,"$3,427.4 Mil "
KR,35.99,76.1996052631579,3.27,7.60,2.1172438250391195, 6.18 , 45.02 Bil ,"$3,950 Mil ","$39,087 Mil "
KRA,36.59,46.13921052631579,-7.084,-13.00,1.2609786970843342, -31.14 , 2.17 Bil ,$65 Mil ,"$1,812 Mil "
KRBN,28.69,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KRC,65.63,38.92697368421053,1.63,8.00,0.5931277416457494, 19.61 , 11.34 Bil ,$455.6 Mil ,"$4,723.4 Mil "
KRE,66.34,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KREF,18.39,35.73639473684211,0.957,17.30,1.9432514810680863,Not Found!, 4.81 Bil ,$115.1 Mil ,"$3,920.2 Mil "
KRG,19.29,-17.095736842105264,-0.193,52.70,-0.8862486698862242, 17.45 , 2.87 Bil ,$57.2 Mil ,"$1,377.2 Mil "
KRO,15.3,27.389507894736848,0.553,25.72,1.7901639146886827, 11.87 , 1.94 Bil ,$40 Mil ,"$1,240 Mil "
KRP,10.14,-391.77151315789473,-4.85,47.31,-38.636243901173046, -4.2 , 850.52 Mil ,$-26.35 Mil ,$186.33 Mil 
KSA,35.93,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KSCD,28.7559,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KSM,11.83,undefined,0.42,N/A,undefined,Not Found!, 132.76 Mil ,$17.28 Mil ,$85.31 Mil 
KSS,59.61,-3.9275789473684206,-1.06,-5.94,-0.06588792060675089, 22.32 , 13.66 Bil ,"$1,004 Mil ","$10,141 Mil "
KSTR,21.21,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KSU,263.92,236.55007894736843,6.54,16.49,0.8962946307493499, 21.22 , 28.26 Bil ,$590 Mil ,"$5,580 Mil "
KT,12.44,21.574184210526322,1.183,4.10,1.7342591809104762, 2.37 , 10.38 Bil ,$869 Mil ,"$16,558 Mil "
KTB,48.53,3.048157894736842,1.17,-6.70,0.0628097649853048, 22.42 , 3.53 Bil ,$180 Mil ,"$1,461 Mil "
KTF,11.65,undefined,0.589,N/A,undefined,Not Found!, 462.93 Mil ,$27.34 Mil ,$251.98 Mil 
KURE,38.93,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KVLE,23.0075,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KW,20.21,-24.00576315789474,0.66,-33.63,-1.1878160889606502, 13.55 , 7.35 Bil ,$-206.7 Mil ,"$5,656.3 Mil "
KWEB,76.35,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KWR,243.77,108.89392105263161,2.22,25.39,0.4467076385635296, 37.29 , 5.11 Bil ,$160 Mil ,"$1,571 Mil "
KWT,28.5746,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KXI,58.1,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KYN,7.17,undefined,-6.209,N/A,undefined,Not Found!, 1.11 Bil ,$309.10 Mil ,$443.44 Mil 
L,51.28,-108.29518815789474,-3.321,14.03,-2.1118406427046557, -26.07 , 24.74 Bil ,"$1,035 Mil ","$61,055 Mil "
LABD,21.74,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LABU,78.92,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LAC,16.07,undefined,-0.395,,undefined, -58.65 , 1.87 Bil ,$-92.65 Mil ,$136.02 Mil 
LAD,390.09,870.6268421052632,19.53,22.30,2.231861473263255, 16.77 , 14.71 Bil ,$374 Mil ,"$5,241 Mil "
LADR,11.8,1.612513157894737,-0.13,-17.07,0.1366536574487065,Not Found!, 3.64 Bil ,$111.9 Mil ,"$4,332.8 Mil "
LAIX,2.52,undefined,-1.731,N/A,undefined, -1.04 , 86.16 Mil ,$0.0 Mil ,$182.3 Mil 
LAZ,43.51,80.09505263157895,3.536,7.15,1.8408423955775444, 8.61 , 4.66 Bil ,$512 Mil ,"$4,972 Mil "
LB,61.86,97.78421052631579,3,14.02,1.5807340854561234, 11.1 , 22.78 Bil ,"$1,811 Mil ","$12,232 Mil "
LBAY,22.8513,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LBJ,68.905,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LBRT,11.29,-46.45473684210527,-1.36,15.10,-4.114679968299847, 664.08 , 2.40 Bil ,$-18.2 Mil ,$579.9 Mil 
LC,16.52,0.3001842105263147,-2.074,-8.60,0.018170957053651012,Not Found!, 2.00 Bil ,$386.9 Mil ,"$1,139.1 Mil "
LCG,25.9801,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LCI,5.28,-178.7391447368421,-5.255,15.00,-33.852110745614034, -5.03 , 832.60 Mil ,$23.5 Mil ,$771.0 Mil 
LCII,132.28,258.6375,6.27,20.00,1.9552275476262473, 13.16 , 4.22 Bil ,$174 Mil ,"$1,390 Mil "
LCR,29.066,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LCTX,2.35,undefined,-0.373,N/A,undefined, -14.74 , 358.82 Mil ,$-19.82 Mil ,$12.82 Mil 
LD,40.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LDL,33.74,-159.63315789473685,-4.242,17.50,-4.731273203756278, -82.23 , 791.82 Mil ,$40.7 Mil ,$517.8 Mil 
LDOS,96.28,116.30300000000003,4.36,9.93,1.207966348151226, 14.8 , 18.43 Bil ,"$1,151 Mil ","$8,640 Mil "
LDRS,26.7772,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LDUR,101.88,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LEA,181.25,251.5303421052632,2.62,57.83,1.3877536116152454, 12.89 , 12.10 Bil ,$211 Mil ,"$8,584 Mil "
LEAD,49.7116,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LEAF,6.45,-11.020263157894737,-0.324,15.00,-1.7085679314565483, 159.6 , 199.50 Mil ,$3.8 Mil ,$62.6 Mil 
LEAP,11,undefined,None,19.00,undefined,Not Found!, 651.75 Mil ,$ Mil ,$0.03 Mil 
LEE,25.69,21.93776315789474,1.318,3.00,0.8539417344451047, 6.09 , 712.86 Mil ,$50.5 Mil ,$879.7 Mil 
LEG,45.65,36.08868421052632,1.82,5.20,0.7905516804058339, 13.31 , 7.89 Bil ,$536 Mil ,"$3,364 Mil "
LEJU,2.47,13.353421052631582,0.14,57.40,5.406243341146389, 3.21 , 102.65 Mil ,$0.0 Mil ,$373.7 Mil 
LEMB,42.58,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LEN,101.23,271.8366315789474,9.782,10.70,2.6853366746907774, 9.88 , 36.15 Bil ,"$4,118 Mil ","$11,836 Mil "
LEND,15.92,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LEO,8.54,undefined,0.108,N/A,undefined,Not Found!, 835.32 Mil ,$30.63 Mil ,$223.69 Mil 
LEU,23.72,undefined,0.57,N/A,undefined, 4.74 , 286.12 Mil ,$67.1 Mil ,$806.9 Mil 
LEVI,23.91,-2.547368421052632,-0.32,-3.00,-0.10653987540998043, 308.11 , 10.54 Bil ,$339 Mil ,"$4,342 Mil "
LFC,10.41,137.8271052631579,1.345,62.30,13.239875625663583, 17.7 , 60.10 Bil ,"$45,350 Mil ","$580,411 Mil "
LFEQ,36.7673,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LFT,3.53,undefined,None,-11.18,undefined,Not Found!, 579.14 Mil ,$12.22 Mil ,$507.79 Mil 
LGH,35.6591,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LGI,19.23,undefined,2.774,N/A,undefined,Not Found!, 270.74 Mil ,$27.32 Mil ,$22.36 Mil 
LGL,10.99,7.713750000000001,0.187,20.00,0.7018880800727936, 19.72 , 35.63 Mil ,$2.74 Mil ,$3.70 Mil 
LGLV,125.33,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LGOV,26.85,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LH,255.03,446.58321052631584,15.88,10.93,1.7511006960997366, 9.86 , 30.10 Bil ,"$1,754 Mil ","$10,712 Mil "
LHX,202.68,227.47476052631583,7.351,12.88,1.1223345200627384, 18.43 , 48.35 Bil ,"$2,422 Mil ","$16,119 Mil "
LII,311.59,263.56678815789473,9.239,11.21,0.8458769156837342, 23.75 , 13.00 Bil ,$534 Mil ,"$2,050 Mil "
LIN,280.14,137.71519473684214,4.708,11.71,0.4915941841109522, 19.67 , 162.55 Bil ,"$4,029 Mil ","$38,660 Mil "
LINX,6.64,undefined,None,32.20,undefined, 39.41 , 1.10 Bil ,$-2.8 Mil ,$187.5 Mil 
LIT,58.46,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LITB,2.74,9.292105263157895,0.12,45.00,3.391279293123319, 16.79 , 282.89 Mil ,$0.0 Mil ,$85.3 Mil 
LIV,25.5658,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LKOR,57.264355,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LL,25.12,117.01973684210529,2.1,30.00,4.658429014415019, 10.97 , 810.87 Mil ,$141 Mil ,$447 Mil 
LLY,186.82,197.53539473684214,6.79,11.60,1.0573567858732584, 21.4 , 190.74 Bil ,"$4,471 Mil ","$40,808 Mil "
LMND,93.13,undefined,None,12.90,undefined,Not Found!, 5.29 Bil ,$-96.10 Mil ,$287.70 Mil 
LMT,369.5,512.8783578947368,24.304,6.08,1.3880334449113312, 11.12 , 112.44 Bil ,"$6,417 Mil ","$44,672 Mil "
LNC,62.27,123.8298947368421,2.56,24.92,1.988596350358794, 24.15 , 17.05 Bil ,$534 Mil ,"$343,249 Mil "
LND,4.11,undefined,0.32,,undefined, 4.96 , 407.83 Mil ,$23.2 Mil ,$173.5 Mil 
LNG,72.01,-16.003263157894736,-0.34,24.02,-0.22223667765441932, 16.92 , 50.64 Bil ,$-574 Mil ,"$33,479 Mil "
LNN,166.62,156.2935,3.439,22.90,0.9380236466210539, 26.34 , 1.82 Bil ,$37.1 Mil ,$271.3 Mil 
LODE,4.58,undefined,0.489,N/A,undefined, 13.39 , 207.73 Mil ,$-3.77 Mil ,$11.34 Mil 
LOMA,6.33,17.153978947368422,1.036,2.94,2.7099492807849006, 8.39 , 787.00 Mil ,$15.8 Mil ,$314.0 Mil 
LOPP,26.6703,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LOUP,54.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
